Date	Surveyors	Reserve	Plot	Subplot	Type	Ace_vul	Air_sp.	Ant_sca	Asp_con	Aus_big	Aus_sca	Ave_sp.	Bot_mac	Bri_min	Bro_dia	Chr_api	Gly_tab	Goo_pin	Hol_lan	Hyp_per	Hyp_rad	Jun_foc	Lom_mul	Mic_sti	Nas_nee	Per_exo	Pet_nan	Pha_aqu	Pla_lan	Pla_var	Poa_sie	Ryt_car	Ryt_pal	Ryt_sp1	Ryt_sp3	The_tri	Tri_ela	Tri_ste	Tri_sub	Tri_pyg	Vit_mue	Vul_sp.
2/11/15	RM	Jerra	JE2C	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2/11/15	RB	Jerra	JW1S	a	Cover	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	10	0	0	0	0	40	0	0	10
2/11/15	RB	Jerra	JW1S	b	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	20	0	0	10
2/11/15	RB	Jerra	JW1S	c	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0
2/11/15	RB	Jerra	JW1S	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	30	0	0	0
2/11/15	RM	Jerra	JW1C	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2/11/15	RM	Jerra	JW1C	b	Cover	0	0	0	0	0	0	10	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2/11/15	RM	Jerra	JW1C	c	Cover	0	0	0	0	0	0	10	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2/11/15	RM	Jerra	JW1C	d	Cover	0	0	0	0	10	0	10	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2/11/15	RB	Jerra	JW2S	a	Cover	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
2/11/15	RB	Jerra	JW2S	b	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
2/11/15	RB	Jerra	JW2S	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10
2/11/15	RB	Jerra	JW2S	d	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
2/11/15	RM	Jerra	JW2C	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10
2/11/15	RM	Jerra	JW2C	b	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
2/11/15	RM	Jerra	JW2C	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
2/11/15	RM	Jerra	JW2C	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20
14/12/15	RB	Jerra	JW3S	a	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Jerra	JW3S	b	Cover	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Jerra	JW3S	c	Cover	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Jerra	JW3S	d	Cover	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Jerra	JW3C	a	Cover	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Jerra	JW3C	b	Cover	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Jerra	JW3C	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Jerra	JW3C	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M1S	a	Cover	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M1S	b	Cover	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
18/11/15	RB	Mulang	M1S	c	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	60
18/11/15	RB	Mulang	M1S	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
18/11/15	RM	Mulang	M1C	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RM	Mulang	M1C	b	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RM	Mulang	M1C	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
18/11/15	RM	Mulang	M1C	d	Cover	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	40
18/11/15	RB	Mulang	M2S	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M2S	b	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RB	Mulang	M2S	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
18/11/15	RB	Mulang	M2S	d	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	30	0
18/11/15	RM	Mulang	M2C	a	Cover	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RM	Mulang	M2C	b	Cover	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RM	Mulang	M2C	c	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20
18/11/15	RM	Mulang	M2C	d	Cover	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
18/11/15	RB	Mulang	M3S	a	Cover	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M3S	b	Cover	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M3S	c	Cover	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
18/11/15	RB	Mulang	M3S	d	Cover	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10
18/11/15	RM	Mulang	M3C	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	20	0	0	0
18/11/15	RM	Mulang	M3C	b	Cover	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0
18/11/15	RM	Mulang	M3C	c	Cover	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0
18/11/15	RM	Mulang	M3C	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	10	0	0	0	0	0	0	0	0	0	0	0
19/11/15	RM	Mulang	M4S	a	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
19/11/15	RM	Mulang	M4S	b	Cover	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
19/11/15	RM	Mulang	M4S	c	Cover	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
19/11/15	RM	Mulang	M4S	d	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M4C	a	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M4C	b	Cover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M4C	c	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
14/12/15	RB	Mulang	M4C	d	Cover	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M5S	a	Cover	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M5S	b	Cover	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M5S	c	Cover	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RB	Mulang	M5S	d	Cover	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Mulang	M5C	a	Cover	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Mulang	M5C	b	Cover	10	0	0	0	10	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Mulang	M5C	c	Cover	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14/12/15	RM	Mulang	M5C	d	Cover	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
